
DC Offset: -2

DC Offset1: 7

DC Offset: -2	Noise Level: 4.55

DC Offset1: -2	Noise Level1: 4.55
28.42,8.31,1008.22,41.93,33.43,4
54.03,-6.12,1008.17,42.34,33.42,4
51.72,7.35,1008.20,42.15,33.40,4
50.77,-5.56,1008.18,42.30,33.40,4
43.89,-21.43,1008.21,42.03,33.39,4
21.95,-24.73,1008.20,42.09,33.39,4
51.51,-1.11,1008.24,41.77,33.40,4
48.52,-9.18,1008.20,42.16,33.38,4
14.38,2.60,1008.19,42.23,33.38,4
51.81,-0.85,1008.25,41.68,33.37,4
53.23,0.24,1008.26,41.61,33.36,4
19.63,2.45,1008.20,42.12,33.36,4
20.26,3.15,1008.17,42.39,33.35,4
52.85,5.74,1008.22,41.95,33.35,4
48.63,-1.10,1008.20,42.11,33.35,4
48.75,-4.94,1008.15,42.50,33.35,4
53.65,-4.06,1008.27,41.50,33.35,4
52.93,-4.46,1008.21,42.05,33.35,4
48.07,-15.33,1008.18,42.31,33.34,4
40.02,-18.55,1008.20,42.14,33.35,4
44.43,-4.56,1008.11,42.86,33.34,4
13.28,0.42,1008.20,42.14,33.35,4
48.18,-7.22,1008.16,42.49,33.34,4
48.63,-9.21,1008.17,42.37,33.34,4
18.97,3.58,1008.26,41.63,33.34,4
108.54,-0.26,1008.20,42.13,33.33,4
53.38,0.35,1008.25,41.70,33.34,4
20.24,-0.85,1008.19,42.20,33.34,4
45.47,-1.86,1008.24,41.75,33.33,4
49.81,-9.48,1008.20,42.13,33.32,4
53.29,-0.06,1008.11,42.88,33.30,4
13.99,3.10,1008.18,42.28,33.29,4
49.41,-6.66,1008.19,42.21,33.27,4
51.67,-0.40,1008.14,42.59,33.25,4
15.80,3.91,1008.19,42.19,33.24,4
15.72,-2.17,1008.20,42.10,33.22,4
53.14,-0.72,1008.15,42.57,33.18,4
16.53,1.65,1008.17,42.38,33.18,4
15.34,-1.95,1008.15,42.51,33.17,4
15.38,-7.95,1008.13,42.68,33.15,4
16.09,-1.63,1008.16,42.49,33.14,4
14.77,-1.14,1008.19,42.18,33.12,4
53.07,-10.08,1008.18,42.31,33.12,4
9.24,-8.81,1008.21,42.04,33.12,4
41.83,-16.77,1008.16,42.49,33.14,4
44.36,-12.44,1008.19,42.20,33.15,4
14.75,0.98,1008.17,42.38,33.14,4
54.14,-5.75,1008.15,42.52,33.14,4
54.80,-2.75,1008.18,42.29,33.14,4
17.43,1.02,1008.17,42.37,33.13,4
53.46,-14.01,1008.16,42.42,33.14,4
53.43,2.08,1008.13,42.72,33.13,4
55.55,-2.16,1008.15,42.50,33.14,4
19.14,0.60,1008.18,42.31,33.15,4
55.62,-2.63,1008.13,42.70,33.16,4
54.82,-3.71,1008.18,42.25,33.16,4
55.36,-1.55,1008.19,42.22,33.17,4
52.39,-8.17,1008.19,42.17,33.17,4
49.50,-7.18,1008.17,42.37,33.18,4
10.54,-13.45,1008.25,41.74,33.19,4
53.09,-13.66,1008.23,41.85,33.19,4
11.91,-1.42,1008.25,41.71,33.20,4
55.68,-12.37,1008.23,41.85,33.20,4
54.13,3.43,1008.16,42.43,33.20,4
55.03,0.80,1008.19,42.23,33.21,4
52.33,-3.94,1008.28,41.45,33.22,4
56.61,-4.12,1008.20,42.16,33.22,4
53.33,-2.00,1008.14,42.62,33.23,4
15.63,3.41,1008.14,42.60,33.23,4
54.51,-11.90,1008.18,42.32,33.23,4
19.50,-0.83,1008.20,42.11,33.24,4
32.88,-31.47,1008.20,42.13,33.26,4
50.66,5.99,1008.18,42.28,33.27,4
21.19,-0.60,1008.19,42.18,33.27,4
44.84,-11.97,1008.21,42.01,33.28,4
9.89,-5.11,1008.26,41.62,33.29,4
51.07,4.96,1008.19,42.20,33.30,4
41.97,-3.55,1008.21,42.06,33.29,4
12.51,-4.47,1008.22,41.99,33.30,4
19.53,-0.03,1008.24,41.81,33.29,4
15.38,-0.14,1008.19,42.20,33.30,4
17.81,8.33,1008.21,42.01,33.29,4
47.92,1.92,1008.24,41.78,33.28,4
53.98,10.63,1008.23,41.89,33.25,4
14.35,7.81,1008.17,42.41,33.25,4
16.30,3.98,1008.23,41.89,33.24,4
50.38,-5.03,1008.26,41.62,33.22,4
43.37,-9.59,1008.26,41.59,33.21,4
50.25,-2.53,1008.24,41.83,33.21,4
43.09,-6.20,1008.23,41.90,33.20,4
41.97,-8.79,1008.24,41.75,33.20,4
49.29,7.10,1008.26,41.65,33.19,4
50.39,-2.55,1008.24,41.75,33.19,4
21.70,1.21,1008.25,41.67,33.18,4
10.41,-0.33,1008.27,41.55,33.17,4
45.30,1.72,1008.21,42.04,33.17,4
52.78,1.08,1008.30,41.28,33.16,4
42.96,-5.07,1008.25,41.73,33.16,4
52.21,-1.19,1008.28,41.43,33.16,4
17.00,-0.31,1008.22,41.99,33.16,4
18.16,3.88,1008.21,42.05,33.16,4
53.33,-10.93,1008.21,42.02,33.16,4
21.38,-2.62,1008.24,41.77,33.17,4
10.71,-6.78,1008.23,41.91,33.18,4
52.43,-6.12,1008.20,42.15,33.19,4
18.29,-0.13,1008.22,41.97,33.19,4
55.21,1.52,1008.23,41.89,33.19,4
43.20,-2.13,1008.22,41.98,33.19,4
14.17,3.74,1008.29,41.41,33.20,4
48.48,-8.73,1008.16,42.43,33.20,4
46.97,0.58,1008.18,42.27,33.20,4
33.53,-2.31,1008.21,42.05,33.22,4
43.34,-6.36,1008.24,41.80,33.24,4
12.35,-0.85,1008.21,42.00,33.25,4
42.16,-1.05,1008.24,
